productId,name,price,quantity,imagePath,description
1,巢规1,12000,1300,images/polo.jpg,巢规1
2,巢规2,12000,1300,images/polo.jpg,巢规2
3,巢规3,12000,1300,images/polo.jpg,巢规3
4,巢规4,12000,1300,images/polo.jpg,巢规4
5,巢规5,12000,1300,images/polo.jpg,巢规5
6,巢规6,12000,1300,images/polo.jpg,巢规6
7,巢规7,12000,1300,images/polo.jpg,巢规7
8,巢规8,12000,1300,images/polo.jpg,巢规8
9,巢规9,12000,1300,images/polo.jpg,巢规9
10,巢规10,12000,1300,images/polo.jpg,巢规10
11,巢规11,12000,1300,images/polo.jpg,巢规11
12,巢规12,12000,1300,images/polo.jpg,巢规12
13,巢规13,12000,1300,images/polo.jpg,巢规13
14,巢规14,12000,1300,images/polo.jpg,巢规14
15,巢规15,12000,1300,images/polo.jpg,巢规15
16,巢规16,12000,1300,images/polo.jpg,巢规16
17,巢规17,12000,1300,images/polo.jpg,巢规17
18,巢规18,12000,1300,images/polo.jpg,巢规18
19,巢规19,12000,1300,images/polo.jpg,巢规19
20,巢规20,12000,1300,images/polo.jpg,巢规20
21,巢规21,12000,1300,images/polo.jpg,巢规21
22,巢规22,12000,1300,images/polo.jpg,巢规22
23,巢规23,12000,1300,images/polo.jpg,巢规23
24,巢规24,12000,1300,images/polo.jpg,巢规24
25,巢规25,12000,1300,images/polo.jpg,巢规25
26,巢规26,12000,1300,images/polo.jpg,巢规26
27,巢规27,12000,1300,images/polo.jpg,巢规27
28,巢规28,12000,1300,images/polo.jpg,巢规28
29,巢规29,12000,1300,images/polo.jpg,巢规29
30,巢规30,12000,1300,images/polo.jpg,巢规30
31,巢规31,12000,1300,images/polo.jpg,巢规31
32,巢规32,12000,1300,images/polo.jpg,巢规32
33,巢规33,12000,1300,images/polo.jpg,巢规33
34,巢规34,12000,1300,images/polo.jpg,巢规34
35,巢规35,12000,1300,images/polo.jpg,巢规35
36,巢规36,12000,1300,images/polo.jpg,巢规36
37,巢规37,12000,1300,images/polo.jpg,巢规37
38,巢规38,12000,1300,images/polo.jpg,巢规38
39,巢规39,12000,1300,images/polo.jpg,巢规39
